Motif_ID	DBID.1	GeneID	GeneName	Family_Name	Motif_Type
11416	M05306_2.00	ISX_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11417	M05307_2.00	ISX_FL_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11418	M06528_2.00	MA0198.1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	B1H
11419	M03791_2.00	ems_3	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11420	M05273_2.00	HOXD4_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11421	M00555_2.00	Msh	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11422	M05275_2.00	HOXD4_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11423	M05036_2.00	VSX2_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11424	M05344_2.00	HOXB4_FL_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11425	M05345_2.00	HOXB4_FL_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11426	M05359_2.00	MIXL1_FL_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11427	M04967_2.00	HOXA2_FL_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11428	M05361_2.00	MIXL1_FL_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11429	M06340_2.00	CG11085_SOLEXA_FBgn0030408	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	B1H
11430	M06347_2.00	CG13424_Cell_FBgn0034520	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	B1H
11431	M10765_2.00	V$MIXL1_03	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11432	M00531_2.00	Hoxd3_1742	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11433	M05011_2.00	PHOX2B_FL_Methyl-HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11434	M06527_2.00	MA0228.1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	B1H
11435	M00556_2.00	Eve	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11436	M00469_2.00	Gsh2_3990	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11437	M02116_2.00	pTH6478	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11438	M02118_2.00	pTH5479	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11439	M05062_2.00	MSX2_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11440	M10786_2.00	I$EVE_Q6	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11441	M02150_2.00	pTH5491	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11442	M02152_2.00	pTH5477	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11443	M04969_2.00	HOXA5_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11444	M05010_2.00	PHOX2B_FL_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11445	M05270_2.00	GBX2_FL_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11446	M00459_2.00	Vsx1_1728	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11447	M03789_2.00	ems_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11448	M05274_2.00	HOXD4_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11449	M00557_2.00	Slou	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11450	M00678_2.00	pTH9353	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11451	M05330_2.00	GSX2_eDBD_Methyl-HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11452	M02083_2.00	pTH5887	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11453	M02088_2.00	pTH5677	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11454	M05360_2.00	MIXL1_FL_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11455	M10804_2.00	V$XFD1_01	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11456	M10805_2.00	V$XVENT1_01	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11457	M03788_2.00	bsh_3	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11458	M05269_2.00	GBX2_FL_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11459	M05053_2.00	HOXB5_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11460	M04959_2.00	HOXA1_FL_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11461	M05026_2.00	DLX2_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11462	M05058_2.00	HOXB1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11463	M02114_2.00	pTH5673	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11464	M00471_2.00	Cart1_0997	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11465	M00472_2.00	Cart1_1275	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11466	M04968_2.00	HOXA5_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11467	M10754_2.00	V$HMX1_01	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11468	M02095_2.00	pTH5805	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11469	M05366_2.00	SHOX_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11470	M10764_2.00	V$VAX1_04	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11471	M05051_2.00	HOXB5_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11472	M05052_2.00	HOXB5_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11473	M02097_2.00	pTH6379	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11474	M04962_2.00	HOXA2_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11475	M05027_2.00	DLX2_eDBD_Methyl-HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11476	M05028_2.00	DLX2_FL_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11477	M04963_2.00	HOXA2_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11478	M02052_2.00	pTH6176	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11479	M05379_2.00	BSX_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11480	M05380_2.00	BSX_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11481	M00478_2.00	Hoxa5_3415	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11482	M00479_2.00	Hoxb4_2627	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11483	M00452_2.00	Isx_3445	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11484	M10767_2.00	V$S8_01	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11485	M00467_2.00	Arx_1738	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11486	M05057_2.00	HOXB1_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11487	M00457_2.00	Barx2_3447	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11488	M03793_2.00	en_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11489	M04965_2.00	HOXA2_FL_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11490	M02091_2.00	pTH5490	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11491	M02115_2.00	pTH6436	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11492	M04964_2.00	HOXA2_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11493	M03790_2.00	ems_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11494	M00464_2.00	Vax2_3500	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11495	M10803_2.00	V$DLX3_02	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11496	M05382_2.00	HOXA4_eDBD_Methyl-HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11497	M05367_2.00	SHOX_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11498	M05377_2.00	BSX_eDBD_HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11499	M05056_2.00	HOXB5_FL_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11500	M02101_2.00	pTH6268	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11501	M10755_2.00	V$HOXA4_Q2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11502	M02107_2.00	pTH6449	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11503	M04966_2.00	HOXA2_FL_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11504	M05368_2.00	SHOX_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11505	M10741_2.00	V$CART1_01	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11506	M02112_2.00	pTH5506	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11507	M04961_2.00	HOXA1_FL_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11508	M05381_2.00	HOXA4_eDBD_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11509	M02079_2.00	pTH6221	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11510	M10747_2.00	V$MIXL1_02	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11511	M10717_2.00	V$MSX1_Q5	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11512	M05054_2.00	HOXB5_FL_HT-SELEX	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11513	M02108_2.00	pTH5654	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11514	M10737_2.00	V$PROP1_Q2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11515	M05055_2.00	HOXB5_FL_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11516	M05378_2.00	BSX_eDBD_HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11517	M02113_2.00	pTH6569	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11518	M04960_2.00	HOXA1_FL_Methyl-HT-SELEX_1	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11519	M04958_2.00	DLX5_FL_Methyl-HT-SELEX_2	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	SELEX
11520	M10735_2.00	V$PRRX2_05	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11521	M02111_2.00	pTH5474	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	PBM
11522	M10736_2.00	V$EVX2_04	KH2013:KH.C2.917	HOXA5/6/7	Homeodomain	Transfac
11523	M09273_2.00	NR2C1_HUMAN.H11MO.0.C	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11524	M02416_2.00	pTH5667	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	PBM
11525	M09268_2.00	HNF4A_HUMAN.H11MO.0.A	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11526	M03360_2.00	HNF4A_4	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11527	M03417_2.00	Rarg_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11528	M03418_2.00	Rarg_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11529	M05682_2.00	RXRB_eDBD_HT-SELEX_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11530	M05683_2.00	RXRB_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11531	M09277_2.00	RARA_HUMAN.H11MO.0.A	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11532	M05672_2.00	RXRA_eDBD_Methyl-HT-SELEX	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11533	M03411_2.00	RXRA_4	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11534	M03416_2.00	Rarg_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11535	M03435_2.00	Rxrb_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11536	M05677_2.00	RORB_eDBD_HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11537	M02412_2.00	pTH6174	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	PBM
11538	M05678_2.00	RORB_eDBD_HT-SELEX_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11539	M05670_2.00	NR2C2_eDBD_Methyl-HT-SELEX	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11540	M09265_2.00	RORA_HUMAN.H11MO.0.C	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11541	M05882_2.00	RXRa	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SMiLE-seq
11542	M03433_2.00	Rara_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11543	M09280_2.00	RXRG_HUMAN.H11MO.0.B	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11544	M03432_2.00	Rara_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11545	M09294_2.00	RXRA_HUMAN.H11MO.0.A	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11546	M05883_2.00	RORb	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SMiLE-seq
11547	M08224_2.00	Mv104	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11548	M02424_2.00	pTH6144	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	PBM
11549	M03421_2.00	Rxra_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11550	M05684_2.00	RXRB_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11551	M05671_2.00	RXRA_eDBD_HT-SELEX	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11552	M05879_2.00	RXRg	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SMiLE-seq
11553	M05880_2.00	RORc	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SMiLE-seq
11554	M03425_2.00	Rarb_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11555	M03426_2.00	Hnf4a_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11556	M03359_2.00	HNF4A_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11557	M03410_2.00	RXRA_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11558	M03408_2.00	RXRA_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11559	M03409_2.00	RXRA_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11560	M03926_2.00	Hr46_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11561	M03928_2.00	Eip75B_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11562	M05681_2.00	RXRB_eDBD_HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11563	M05680_2.00	RORB_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11564	M05878_2.00	RARa	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SMiLE-seq
11565	M03423_2.00	Rarb_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11566	M03424_2.00	Rarb_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11567	M06429_2.00	Hnf4_SANGER_5_FBgn0004914	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11568	M03355_2.00	RARB_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11569	M06435_2.00	Hr4_SANGER_5_FBgn0023546	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11570	M03358_2.00	HNF4A_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11571	M3340_1.02	V$GCNF_Q3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11572	M6397_1.02	NR6A1_do	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	HocoMoco
11573	M05598_2.00	NR2C1_eDBD_HT-SELEX_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11574	M05599_2.00	NR2C1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11575	M03929_2.00	Eip75B_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11576	M03934_2.00	usp_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11577	M03422_2.00	Rxra_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11578	M08157_2.00	MA1111.1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11579	M08221_2.00	Mv97	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11580	M03354_2.00	RORA_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11581	M06428_2.00	Hnf4_SANGER_10_FBgn0004914	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11582	M03357_2.00	HNF4A_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11583	M06430_2.00	Hr78_SANGER_5_FBgn0015239	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11584	M07990_2.00	HeLa-S3_TR4_UCD	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11585	M07991_2.00	HepG2b_TR4_UCD	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11586	M03434_2.00	Rara_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11587	M05885_2.00	RARg	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SMiLE-seq
11588	M02422_2.00	pTH6019	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	PBM
11589	M02705_2.00	MA0071.1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11590	M02706_2.00	MA0072.1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11591	M02746_2.00	RXRG_dimer	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11592	M03353_2.00	RORA_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11593	M08219_2.00	Mv81	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11594	M08222_2.00	Mv98	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11595	M03377_2.00	RXRG_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11596	M03415_2.00	RXRB_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11597	M08223_2.00	Mv102	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11598	M05668_2.00	NR2F1_FL_Methyl-HT-SELEX_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11599	M05669_2.00	NR2C2_eDBD_HT-SELEX	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11600	M02404_2.00	pTH6589	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	PBM
11601	M06412_2.00	Hr46_FlyReg_FBgn0000448	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11602	M06413_2.00	Hr46_SANGER_5_FBgn0000448	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11603	M06416_2.00	Eip75B_SANGER_5_FBgn0000568	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11604	M06423_2.00	svp_SANGER_5_FBgn0003651	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11605	M06426_2.00	usp_SANGER_5_FBgn0003964	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11606	M09284_2.00	NR6A1_HUMAN.H11MO.0.B	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11607	M09287_2.00	HNF4G_HUMAN.H11MO.0.B	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11608	M09289_2.00	RARG_HUMAN.H11MO.0.B	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11609	M09291_2.00	COT1_HUMAN.H11MO.0.C	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11610	M09292_2.00	NR2C2_HUMAN.H11MO.0.B	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11611	M3339_1.02	V$GCNF_01	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11612	M11148_2.00	V$GCNF_01	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11613	M09293_2.00	COT2_HUMAN.H11MO.0.A	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11614	M02405_2.00	pTH6612	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	PBM
11615	M05600_2.00	NR2C1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11616	M11106_2.00	V$HNF4_01	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11617	M11107_2.00	V$HNF4A_09	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11618	M07994_2.00	HepG2_RXRA_HudsonAlpha	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11619	M03935_2.00	Hnf4_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11620	M06427_2.00	Eip78C_SANGER_5_FBgn0004865	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	B1H
11621	M03937_2.00	Hnf4_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11622	M03938_2.00	Hnf4_4	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11623	M03376_2.00	RXRG_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11624	M03386_2.00	NR2F6_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11625	M03387_2.00	NR2F6_2	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11626	M03388_2.00	NR2F6_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11627	M09300_2.00	RARG_MOUSE.H11MO.0.C	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11628	M09303_2.00	NR2C2_MOUSE.H11MO.0.A	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11629	M09304_2.00	NR2C1_MOUSE.H11MO.0.C	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11630	M09305_2.00	RXRG_MOUSE.H11MO.0.B	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11631	M09282_2.00	RORG_HUMAN.H11MO.0.C	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11632	M03395_2.00	RARG_5	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11633	M03403_2.00	NR2F1_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11634	M08220_2.00	Mv82	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11635	M03406_2.00	NR2F1_4	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11636	M03407_2.00	NR2C2_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11637	M05579_2.00	HNF4A_eDBD_Methyl-HT-SELEX_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11638	M05667_2.00	NR2F1_FL_Methyl-HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11639	M02410_2.00	pTH5516	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	PBM
11640	M11093_2.00	V$RORA_Q4	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11641	M05597_2.00	NR2C1_eDBD_HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11642	M11105_2.00	V$HNF4_01_B	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11643	M08156_2.00	MA0504.1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	ChIP-seq
11644	M09306_2.00	RXRA_MOUSE.H11MO.0.A	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Misc
11645	M05679_2.00	RORB_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11646	M02709_2.00	MA0016.1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11647	M11109_2.00	V$HNF4ALPHA_Q6	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11648	M11110_2.00	V$HNF4A_Q3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11649	M05607_2.00	RARA_eDBD_HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11650	M11114_2.00	V$HNF4_Q6_03	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	Transfac
11651	M05609_2.00	RARA_eDBD_HT-SELEX_3	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
11652	M05610_2.00	RARA_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C1.1016	NR6A1	Nuclear receptor	SELEX
