TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T089149_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000023665	ENSCING00000023665	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089150_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000023719	zf(c2h2)-82	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089151_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000023750	ENSCING00000023750	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089152_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000024005	ENSCING00000024005	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089153_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000024212	ENSCING00000024212	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089154_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000024222	zf(c2h2)-8	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089155_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000024379	zf(c2h2)-15	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089156_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000024453	ENSCING00000024453	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089157_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000024509	ENSCING00000024509	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089158_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000024717	ENSCING00000024717	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T158930_2.00	F137_2.00	TS12_2.00	.	.	ENSCING00000003191	zf(c2hc)-2	Ciona_intestinalis	N	C2HC ZF	zf-C2HC	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T158931_2.00	F137_2.00	TS12_2.00	.	.	ENSCING00000004084	ENSCING00000004084	Ciona_intestinalis	N	C2HC ZF	zf-C2HC	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T158932_2.00	F137_2.00	TS12_2.00	.	.	ENSCING00000007794	ci-mytf	Ciona_intestinalis	N	C2HC ZF	zf-C2HC	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T159903_2.00	F138_2.00	TS12_2.00	M08104_2.00	MS31_2.00	ENSCING00000013482	ENSCING00000013482	Ciona_intestinalis	I	CBF/NF-Y	CBFB_NFYA	1	0.7	MA0060.3	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T161391_2.00	F141_2.00	TS12_2.00	.	.	ENSCING00000011581	ENSCING00000011581	Ciona_intestinalis	N	CENPB	CENP-B_N	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T163072_2.00	F152_2.00	TS12_2.00	.	.	ENSCING00000024278	ENSCING00000024278	Ciona_intestinalis	N	CG-1	CG-1	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164462_2.00	F158_2.00	TS12_2.00	.	.	ENSCING00000003336	ENSCING00000003336	Ciona_intestinalis	N	CSD	CSD	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164463_2.00	F158_2.00	TS12_2.00	M04661_2.00	MS62_2.00	ENSCING00000010654	ENSCING00000010654	Ciona_intestinalis	I	CSD	CSD	1	0.7	YBX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164464_2.00	F158_2.00	TS12_2.00	.	.	ENSCING00000014465	ENSCING00000014465	Ciona_intestinalis	N	CSD	CSD	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164465_2.00	F158_2.00	TS12_2.00	.	.	ENSCING00000023884	ENSCING00000023884	Ciona_intestinalis	N	CSD	CSD	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T164466_2.00	F158_2.00	TS12_2.00	.	.	ENSCING00000024084	ENSCING00000024084	Ciona_intestinalis	N	CSD	CSD	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T166034_2.00	F161_2.00	TS12_2.00	M00735_2.00	MS14_2.00	ENSCING00000000838	su(h)	Ciona_intestinalis	I	CSL	LAG1-DNAbind	1	0.7	GST-CSL_Fig2	PBM	DelBianco2010	PBM	DelBianco	2010	21124806	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T166035_2.00	F161_2.00	TS12_2.00	.	.	ENSCING00000004186	ENSCING00000004186	Ciona_intestinalis	N	CSL	LAG1-DNAbind	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167656_2.00	F167_2.00	TS12_2.00	.	.	ENSCING00000013716	ENSCING00000013716	Ciona_intestinalis	N	CxxC,MBD	zf-CXXC,MBD	2	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167873_2.00	F169_2.00	TS12_2.00	M01907_2.00	MS64_2.00	ENSCING00000002765	zf(cxxc)-1	Ciona_intestinalis	I	CxxC	zf-CXXC	1	0.7	pTH9239	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167874_2.00	F169_2.00	TS12_2.00	.	.	ENSCING00000003763	ENSCING00000003763	Ciona_intestinalis	N	CxxC	zf-CXXC	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167875_2.00	F169_2.00	TS12_2.00	.	.	ENSCING00000005243	ENSCING00000005243	Ciona_intestinalis	N	CxxC	zf-CXXC	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T167876_2.00	F169_2.00	TS12_2.00	.	.	ENSCING00000007220	zf(cxxc)-2	Ciona_intestinalis	N	CxxC	zf-CXXC	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T168992_2.00	F170_2.00	TS12_2.00	M01930_2.00	MS64_2.00	ENSCING00000005905	dmrt1	Ciona_intestinalis	I	DM	DM	1	0.845304522384436	pTH9198	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T168993_2.00	F170_2.00	TS12_2.00	M01931_2.00	MS64_2.00	ENSCING00000013359	ENSCING00000013359	Ciona_intestinalis	I	DM	DM	1	0.845304522384436	pTH9189	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T172490_2.00	F174_2.00	TS12_2.00	M08108_2.00	MS31_2.00	ENSCING00000001818	dp-1	Ciona_intestinalis	I	E2F	E2F_TDP	1	0.428571428571	MA1122.1	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T172491_2.00	F174_2.00	TS12_2.00	M02959_2.00	MS33_2.00	ENSCING00000014484	ENSCING00000014484	Ciona_intestinalis	I	E2F	E2F_TDP	1	0.428571428571	E2F8_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T172492_2.00	F174_2.00	TS12_2.00	M00153_2.00	MS02_2.00	ENSCING00000020227	e2f1/2/3/6	Ciona_intestinalis	I	E2F	E2F_TDP	1	0.428571428571	E2F3_3752	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SequenceIdentity	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T172493_2.00	F174_2.00	TS12_2.00	M02961_2.00	MS33_2.00	ENSCING00000024912	e2f4/5	Ciona_intestinalis	I	E2F	E2F_TDP	1	0.428571428571	E2F4_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T174505_2.00	F178_2.00	TS12_2.00	M09045_2.00	MS27_2.00	ENSCING00000003209	ENSCING00000003209	Ciona_intestinalis	I	EBF1	COE1_DBD	1	0.7	COE1_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175797_2.00	F180_2.00	TS12_2.00	M01481_2.00	MS60_2.00	ENSCING00000002179	elk	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Elk3	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175798_2.00	F180_2.00	TS12_2.00	M01478_2.00	MS60_2.00	ENSCING00000002588	erm/er81	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Etv1	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175799_2.00	F180_2.00	TS12_2.00	M00159_2.00	MS02_2.00	ENSCING00000003158	ENSCING00000003158	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Spdef_0905	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175800_2.00	F180_2.00	TS12_2.00	M01496_2.00	MS60_2.00	ENSCING00000005070	erf2	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Gm4881	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175801_2.00	F180_2.00	TS12_2.00	M01493_2.00	MS60_2.00	ENSCING00000005739	ets/pointed2	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Ets1	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175802_2.00	F180_2.00	TS12_2.00	M01486_2.00	MS60_2.00	ENSCING00000007750	fli/erg2	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Fli1	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175803_2.00	F180_2.00	TS12_2.00	M01486_2.00	MS60_2.00	ENSCING00000007752	ets	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Fli1	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175804_2.00	F180_2.00	TS12_2.00	M01486_2.00	MS60_2.00	ENSCING00000008039	ENSCING00000008039	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Fli1	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175805_2.00	F180_2.00	TS12_2.00	M02679_2.00	MS31_2.00	ENSCING00000009952	ENSCING00000009952	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	MA0026.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175806_2.00	F180_2.00	TS12_2.00	M00157_2.00	MS02_2.00	ENSCING00000010923	gabpalpha	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Gabpa_2829	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175807_2.00	F180_2.00	TS12_2.00	M02733_2.00	MS32_2.00	ENSCING00000013549	ese	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	EHF_full_length_monomer	SELEX	Jolma2010	SELEX	Jolma	2010	20378718	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175808_2.00	F180_2.00	TS12_2.00	M01477_2.00	MS60_2.00	ENSCING00000013583	ENSCING00000013583	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Etv3	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175809_2.00	F180_2.00	TS12_2.00	M01486_2.00	MS60_2.00	ENSCING00000018925	ENSCING00000018925	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Fli1	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175810_2.00	F180_2.00	TS12_2.00	M01480_2.00	MS60_2.00	ENSCING00000021930	spi/pu.1	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	Spic	PBM	Wei10	PBM	Wei	2010	20517297	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T175811_2.00	F180_2.00	TS12_2.00	M03725_2.00	MS45_2.00	ENSCING00000022310	ENSCING00000022310	Ciona_intestinalis	I	Ets	Ets	1	0.717430627666105	pnt_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T182846_2.00	F190_2.00	TS12_2.00	.	.	ENSCING00000020767	ENSCING00000020767	Ciona_intestinalis	N	FLYWCH	FLYWCH	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T182847_2.00	F190_2.00	TS12_2.00	.	.	ENSCING00000021317	ENSCING00000021317	Ciona_intestinalis	N	FLYWCH	FLYWCH	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185323_2.00	F196_2.00	TS12_2.00	M00160_2.00	MS02_2.00	ENSCING00000001086	ENSCING00000001086	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	Foxj3_0982	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185324_2.00	F196_2.00	TS12_2.00	M01227_2.00	MS57_2.00	ENSCING00000001109	foxn2/3	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	pTH11266	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185325_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000001162	ENSCING00000001162	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185326_2.00	F196_2.00	TS12_2.00	M04847_2.00	MS62_2.00	ENSCING00000004674	foxL	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	FOXL2_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185327_2.00	F196_2.00	TS12_2.00	M00163_2.00	MS02_2.00	ENSCING00000006184	foxk	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	Foxk1_2323	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185328_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000006987	foxh-a	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185329_2.00	F196_2.00	TS12_2.00	M03026_2.00	MS33_2.00	ENSCING00000007221	foxi-a	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	FOXI1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185330_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000007309	ENSCING00000007309	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185331_2.00	F196_2.00	TS12_2.00	M01228_2.00	MS57_2.00	ENSCING00000007489	ENSCING00000007489	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	pTH9824	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185332_2.00	F196_2.00	TS12_2.00	M01975_2.00	MS64_2.00	ENSCING00000008790	foxm	Ciona_intestinalis	D	Forkhead	Forkhead	1	0.663506654180558	pTH5634	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185333_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000009349	ENSCING00000009349	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185334_2.00	F196_2.00	TS12_2.00	M02680_2.00	MS31_2.00	ENSCING00000009387	foxf	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	MA0030.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185335_2.00	F196_2.00	TS12_2.00	M00793_2.00	MS17_2.00	ENSCING00000012009	foxp	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	pTH3855	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185336_2.00	F196_2.00	TS12_2.00	M03026_2.00	MS33_2.00	ENSCING00000013203	foxi-b	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	FOXI1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185337_2.00	F196_2.00	TS12_2.00	M03026_2.00	MS33_2.00	ENSCING00000013204	foxi-c	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	FOXI1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185338_2.00	F196_2.00	TS12_2.00	M00791_2.00	MS17_2.00	ENSCING00000013252	ENSCING00000013252	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	pTH2846	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185339_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000014063	ENSCING00000014063	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185340_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000014914	ENSCING00000014914	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185341_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000015262	ENSCING00000015262	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185342_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000018677	ENSCING00000018677	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185343_2.00	F196_2.00	TS12_2.00	M04823_2.00	MS62_2.00	ENSCING00000019322	foxq	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	FOXQ1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185344_2.00	F196_2.00	TS12_2.00	M00257_2.00	MS04_2.00	ENSCING00000020724	foxc	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	FOXC1_REF	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185345_2.00	F196_2.00	TS12_2.00	M00162_2.00	MS02_2.00	ENSCING00000022098	foxa-a	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	Foxa2_2830	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185346_2.00	F196_2.00	TS12_2.00	.	.	ENSCING00000023214	ENSCING00000023214	Ciona_intestinalis	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185347_2.00	F196_2.00	TS12_2.00	M00162_2.00	MS02_2.00	ENSCING00000023488	ENSCING00000023488	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	Foxa2_2830	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T185348_2.00	F196_2.00	TS12_2.00	M03044_2.00	MS33_2.00	ENSCING00000023594	foxd-a/b	Ciona_intestinalis	I	Forkhead	Forkhead	1	0.663506654180558	FOXD3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T192616_2.00	F201_2.00	TS12_2.00	.	.	ENSCING00000004437	gataa	Ciona_intestinalis	N	GATA	GATA	1	0.80190444105386	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T192617_2.00	F201_2.00	TS12_2.00	.	.	ENSCING00000006442	ENSCING00000006442	Ciona_intestinalis	N	GATA	GATA	1	0.80190444105386	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T192618_2.00	F201_2.00	TS12_2.00	M08127_2.00	MS31_2.00	ENSCING00000015930	ENSCING00000015930	Ciona_intestinalis	I	GATA	GATA	1	0.80190444105386	MA0035.3	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T192619_2.00	F201_2.00	TS12_2.00	.	.	ENSCING00000019162	ENSCING00000019162	Ciona_intestinalis	N	GATA	GATA	1	0.80190444105386	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T192620_2.00	F201_2.00	TS12_2.00	.	.	ENSCING00000022426	gat-like	Ciona_intestinalis	N	GATA	GATA	1	0.80190444105386	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T198930_2.00	F215_2.00	TS12_2.00	.	.	ENSCING00000007574	ENSCING00000007574	Ciona_intestinalis	N	Grainyhead	CP2	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T198931_2.00	F215_2.00	TS12_2.00	.	.	ENSCING00000009038	ENSCING00000009038	Ciona_intestinalis	N	Grainyhead	CP2	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T203384_2.00	F219_2.00	TS12_2.00	.	.	ENSCING00000022788	ENSCING00000022788	Ciona_intestinalis	N	GTF2I-like	GTF2I	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T207808_2.00	F223_2.00	TS12_2.00	M00458_2.00	MS06_2.00	ENSCING00000000421	isl	Ciona_intestinalis	I	Homeodomain	Homeobox	1	0.598692764790911	Isl2_3430	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T207809_2.00	F223_2.00	TS12_2.00	.	.	ENSCING00000000657	ENSCING00000000657	Ciona_intestinalis	N	Homeodomain	Homeobox	1	0.598692764790911	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T207810_2.00	F223_2.00	TS12_2.00	M02175_2.00	MS64_2.00	ENSCING00000000991	ENSCING00000000991	Ciona_intestinalis	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6140	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T207811_2.00	F223_2.00	TS12_2.00	M00509_2.00	MS06_2.00	ENSCING00000001031	hox10	Ciona_intestinalis	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxd10_2368	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
